gender,age,marital_status,education,applicant_income,coapplicant_income,dependents,employment_type,area_type,loan_amount,loan_term_months,loan_purpose,electricity_bill_avg,electricity_payment_regularity,mobile_recharge_avg,mobile_recharge_frequency,utility_payment_consistency,govt_socioeconomic_category,credit_category,prior_repayment_record,loan_repaid
Female,26,Married,Secondary,16670.054104971805,0.0,6,Self-employed,Semi-urban,460410.2869986653,120,Agriculture,940.3807875178126,,406.2682182862038,1.4553121360554664,0.8,APL,None,0.95,0
Male,30,Single,Primary,40154.70335275585,0.0,4,Farmer,Urban,726244.6699649405,24,Business,2274.0626934946035,,828.5459370983743,3.6457884034532118,0.8,,None,0.35,0
Male,30,Married,Secondary,3663.2719033572403,0.0,4,Salaried,Rural,38615.01026481997,120,Business,488.46753882362185,1.0,,6.193657810761776,0.5,BPL,None,,0
Male,24,Single,No formal education,7454.7353852287815,0.0,2,Daily wage,Rural,98315.25618692544,36,Agriculture,,0.5,109.86389655884572,2.308578083893555,1.0,APL,Strong,,0
Female,31,Single,Graduate,32234.924015096192,16589.233458031955,2,Self-employed,Urban,873977.2081841736,36,Education,,1.0,690.4886792704161,3.039174634699623,0.2,,None,0.95,0
Female,43,Widowed,Secondary,3886.909388649487,1765.8286376045344,2,Self-employed,Rural,90167.09348545555,36,Marriage,50.0,0.5,50.0,2.182443214042461,,APL,None,,0
Female,39,Married,No formal education,19097.81351504855,14374.058312074003,4,Salaried,Semi-urban,482263.0497159387,120,Marriage,204.24336370332506,,364.7214796964145,5.094169173343217,1.0,BPL,Weak,0.82,0
Male,22,Single,Primary,3000.0,0.0,3,Farmer,Semi-urban,28921.272302242804,120,Marriage,384.89105579465485,1.0,119.53793485830371,6.483505998342434,1.0,BPL,Weak,,0
Male,54,Single,No formal education,6563.325935473667,4401.473928391058,1,Self-employed,Rural,138071.3346372977,120,Education,532.1480987376883,0.2,80.23997683311472,5.012126647478189,1.0,BPL,None,0.95,0
Female,38,Married,No formal education,80003.24221218133,0.0,2,Salaried,Urban,2000000.0,24,Medical,4074.854214913432,,1554.4584059616257,1.808825441583233,1.0,APL,Good,0.95,0
Male,41,Single,Graduate,13556.250510341742,4721.156835261729,3,Self-employed,Rural,293024.7451432096,24,Home repair,400.7530655195751,0.5,331.7960855945942,3.3043421512094184,0.8,BPL,None,0.82,0
Male,42,Married,No formal education,3409.1985897712457,1541.452452545108,3,Self-employed,Rural,65092.61457160487,48,Home repair,,,50.0,3.947878359292875,0.8,APL,Moderate,0.95,0
Male,26,Married,Graduate,23157.56339387102,16812.44293199633,1,Self-employed,Urban,471079.3753098972,36,Medical,802.8507623294084,,427.9504234150337,2.4573529360935003,1.0,,None,,0
Male,51,Married,No formal education,6836.722938703629,0.0,1,Farmer,Semi-urban,177264.8723800815,36,Education,484.34372006617855,0.5,,3.177009209050871,1.0,,None,,0
Male,43,Single,Post-graduate,68803.40063602375,32088.734409187626,1,Self-employed,Urban,578486.4466105391,84,Marriage,3706.0047821871012,1.0,1333.0567643162658,3.157175469585666,1.0,APL,Good,,1
Male,38,Married,No formal education,13786.60739768899,0.0,2,Daily wage,Rural,330266.1710929203,84,Agriculture,510.82003301218856,,250.0071986156685,3.9647587659476726,1.0,APL,None,,0
Female,52,Married,Secondary,9760.049811429399,5420.394045521578,2,Self-employed,Rural,168671.7230184637,120,Medical,329.59380120810647,0.5,110.34368906045948,7.513567049232689,1.0,BPL,Good,,0
Female,27,Married,Graduate,19278.35222552628,15195.657821712795,7,Self-employed,Rural,381371.746855613,120,Home repair,1041.4716335677483,1.0,374.5339021986,1.807300918322062,1.0,APL,None,0.95,0
Female,35,Married,Primary,34282.86413678463,0.0,0,Daily wage,Urban,587469.0952711459,48,Medical,1678.3427721916598,0.8,714.9518704678696,,,APL,Moderate,0.62,0
Female,35,Divorced,Secondary,5208.196354711366,0.0,2,Self-employed,Semi-urban,94102.08828345723,60,Marriage,214.48249980497252,1.0,85.9168387879564,2.7411207930002086,,,None,0.62,0
Male,33,Single,Secondary,7584.949635347997,0.0,1,Farmer,Semi-urban,122582.34195057403,120,Home repair,494.04928582102053,0.2,152.9030489447844,2.0361781339302993,1.0,APL,None,0.82,0
Male,40,Married,Secondary,10127.54927732141,6178.931219848648,2,Daily wage,Semi-urban,272654.5699668678,84,Education,,1.0,124.4065125665555,3.4223398207867053,0.5,APL,None,0.95,0
Female,35,Divorced,No formal education,84780.08129038427,0.0,2,Salaried,Urban,822864.1783495987,48,Education,537.47843601964,1.0,1791.0056745943255,3.943245602059823,1.0,BPL,Good,,1
Male,36,Married,Primary,44710.58245865064,0.0,4,Salaried,Urban,722807.3759922888,24,Medical,2478.235963994763,1.0,895.7212182701578,3.683664044331086,1.0,APL,Weak,0.95,0
Male,36,Married,Secondary,15975.265155042933,0.0,6,Farmer,Urban,256955.66188631824,120,Home repair,423.63194732153295,0.5,339.8986987920214,4.774210373318802,1.0,BPL,Good,0.95,0
Female,56,Married,Secondary,14324.814671409444,11417.380899278705,2,Salaried,Semi-urban,85727.55394143426,84,Agriculture,832.2441028006244,0.5,308.9257920665619,2.7358144458192166,1.0,APL,Good,0.95,1
Female,32,Married,No formal education,18178.5058223666,0.0,4,Daily wage,Semi-urban,509071.37625937414,120,Education,708.7466398243332,1.0,325.13213849259654,2.707395986558466,1.0,APL,Moderate,0.82,0
Female,48,Married,Primary,15187.016606272258,0.0,5,Farmer,Urban,252160.42775829148,120,Education,580.9129363179511,0.2,308.2795623130409,2.8469249538876813,0.5,APL,Strong,0.62,0
Male,34,Single,No formal education,9143.303532736549,0.0,4,Self-employed,Rural,69109.60413189449,12,Marriage,,0.5,267.8975788368958,5.888474036023791,1.0,BPL,Good,,0
Other,20,Divorced,No formal education,21870.546790353164,12839.559946744683,2,Salaried,Semi-urban,592187.1192571686,24,Medical,,,470.28304360615545,2.4256205739671883,1.0,APL,None,,0
Male,24,Married,Primary,55085.1735251448,24122.44521264228,1,Self-employed,Urban,1307204.5068185362,36,Medical,2736.435235110334,0.2,,3.0064189195290356,1.0,APL,None,,0
Male,32,Single,Secondary,12330.757739929471,5225.466246567977,2,Self-employed,Rural,286443.0989378995,48,Education,509.5349442029868,,248.79764856490596,,0.8,APL,None,,0
Female,48,Married,Secondary,3000.0,0.0,1,Daily wage,Semi-urban,66804.20637944354,60,Education,90.87152547195194,1.0,69.83331285680403,2.4551466171514256,0.2,APL,Moderate,0.95,0
Female,34,Married,Graduate,23851.106269358228,0.0,4,Self-employed,Urban,662645.3731605568,120,Medical,1121.584882730261,0.8,515.1540962800988,2.6595603659858247,1.0,APL,None,0.62,0
Male,29,Married,Secondary,17677.521582594694,13937.042453808228,3,Self-employed,Rural,523644.6646217554,48,Education,474.9385162722262,0.8,337.4999106127812,7.992173395710268,0.8,BPL,Weak,,0
Male,39,Single,Secondary,12012.22731155829,0.0,3,Farmer,Semi-urban,302330.4070877055,36,Education,548.6518440753691,1.0,236.3324809987447,1.6410042278988957,,APL,Good,0.95,0
Male,40,Married,Secondary,48901.13811153882,0.0,1,Salaried,Urban,1242887.0245705156,120,Medical,2669.331067338388,1.0,,,1.0,,Good,0.82,0
Male,43,Single,Secondary,3000.0,1452.0463629411736,5,Farmer,Rural,20823.81892985634,12,Home repair,240.78390646464828,1.0,146.41272319081867,,1.0,,Moderate,0.82,0
Male,36,Single,Graduate,5234.182138199578,0.0,1,Self-employed,Semi-urban,42524.01828409664,36,Business,386.3773791064196,0.5,50.0,6.191413569617915,1.0,BPL,Good,0.95,0
Male,44,Widowed,Secondary,6058.963195910679,0.0,4,Self-employed,Rural,120963.34777214463,84,Medical,291.84076162944103,1.0,,1.4132802481479314,0.8,,Good,,0
Female,58,Single,No formal education,7678.474112295383,5396.371263931556,5,Self-employed,Semi-urban,74096.48382486672,12,Home repair,539.3598609657582,,160.9769774745577,3.187481982277664,1.0,APL,Weak,,0
Female,46,Married,Primary,8282.580527777513,5005.329275848689,1,Daily wage,Urban,47219.67623398527,120,Medical,50.0,,,2.1980619859132107,1.0,,None,0.95,0
Male,30,Married,Graduate,12709.660419284732,4651.071791251935,0,Self-employed,Semi-urban,94381.99011411537,60,Business,786.2142874436045,0.8,198.22901352202143,1.0020679839711173,1.0,APL,Moderate,0.95,1
Male,28,Married,Secondary,46753.89797492496,0.0,1,Daily wage,Semi-urban,378946.25815796485,60,Business,,1.0,977.8015063152217,3.401098520976414,1.0,,None,,1
Male,41,Married,Secondary,26119.16656854414,0.0,1,Self-employed,Semi-urban,187875.92054281122,48,Education,1149.6095978728542,1.0,521.0242406495174,3.055641371072527,0.2,APL,Good,0.35,0
Male,44,Married,Primary,10751.805624189112,0.0,1,Farmer,Semi-urban,257248.33596256134,36,Medical,,,316.20017237865153,7.165007624209084,0.5,BPL,Good,0.95,0
Female,33,Married,Secondary,14742.780868076632,0.0,2,Salaried,Semi-urban,285938.1727271808,84,Marriage,740.8084824793036,1.0,307.05981671673175,2.5306755409515205,0.2,,None,0.95,0
Male,36,Married,Secondary,9226.774957900852,0.0,1,Self-employed,Rural,93550.8829994662,24,Agriculture,389.71602791450306,0.8,177.1276228629173,,1.0,BPL,None,0.62,0
Male,45,Married,No formal education,13156.249607404001,0.0,2,Self-employed,Rural,220840.67947481998,36,Medical,591.9628675731079,1.0,333.3004546744131,3.7219527537634356,1.0,BPL,None,0.95,0
Male,18,Single,Graduate,16230.972004686892,0.0,3,Self-employed,Rural,184104.01476694163,36,Marriage,706.9738777432149,0.5,335.9683626948732,1.2432536887328807,1.0,,Moderate,,0
Female,33,Married,Graduate,3000.0,1660.051802595031,1,Self-employed,Rural,82283.10092810579,48,Agriculture,50.0,,50.0,1.8100248640999914,1.0,,Moderate,,0
Male,53,Married,Graduate,14658.84548941323,10303.219586670748,1,Salaried,Semi-urban,192084.67675325135,24,Marriage,881.7360750594817,0.5,295.2458242930185,3.8877617040260004,0.8,,Moderate,,0
Female,39,Single,Graduate,9385.289976646278,0.0,5,Farmer,Urban,105896.7066628049,24,Medical,449.2144336660719,0.8,258.11367640604163,1.663353118042895,1.0,APL,None,0.95,0
Male,37,Married,Graduate,14023.291245678303,0.0,5,Self-employed,Semi-urban,185592.1681225732,36,Agriculture,743.965532809053,0.8,,2.648776727540578,1.0,APL,Good,,0
Male,45,Married,Primary,23141.353232817204,0.0,2,Self-employed,Urban,566830.9633888737,12,Medical,1098.9838372480092,1.0,503.34313500146095,,0.8,APL,None,0.95,1
Male,42,Divorced,No formal education,13937.132567013627,8621.604239548074,3,Daily wage,Urban,257540.31962734918,12,Marriage,813.5361894835636,1.0,236.3290149826091,2.2051097740283208,1.0,APL,None,,0
Female,36,Married,Primary,48636.65349937238,37371.789053937064,2,Salaried,Semi-urban,1304934.928720064,36,Home repair,2666.7432265675156,1.0,1031.9337711314886,3.9306431110151556,,APL,Good,,0
Other,31,Married,Secondary,55582.32236939391,0.0,2,Salaried,Urban,464617.5749890942,120,Agriculture,2699.3349849284973,1.0,1141.9284536553084,1.2855645384394165,1.0,APL,None,0.82,0
Male,35,Married,Primary,33954.87221381063,0.0,3,Farmer,Rural,948232.7572151158,24,Medical,543.2119472441445,,751.6073826539595,3.80612567317834,0.8,BPL,None,0.62,0
Other,18,Single,Graduate,31649.506255056895,11297.640655073017,0,Self-employed,Rural,206109.89317886467,60,Education,552.6715939467323,1.0,569.1609292971659,7.992707527498853,,BPL,None,0.95,1
Female,32,Divorced,Graduate,4867.091492487599,2779.20403370964,3,Farmer,Rural,35664.3105384776,36,Agriculture,559.0792748620361,0.5,132.1318990248635,3.751762679862539,0.2,BPL,Moderate,0.82,0
Female,48,Married,Graduate,48583.71124482784,0.0,2,Self-employed,Urban,942870.7877581086,24,Business,,0.8,892.7825173614431,2.1147568382048028,0.2,APL,None,0.95,0
Male,45,Single,Secondary,8688.790288648175,0.0,5,Farmer,Rural,103298.95167178828,36,Business,598.5366644013042,,208.1151570397023,1.0413956780345572,1.0,APL,Moderate,0.95,0
Male,35,Widowed,Graduate,8086.369790162255,0.0,0,Self-employed,Semi-urban,205503.0104546428,24,Home repair,161.29130315654328,,82.6566565544317,3.3586770355598237,0.5,APL,None,0.95,0
Male,38,Married,Secondary,9431.432337833478,0.0,3,Farmer,Rural,96067.88483428353,12,Education,219.35533321809072,0.5,154.74816546941042,5.691506951704516,,BPL,Moderate,0.82,0
Male,37,Married,Primary,3000.0,2358.933221179712,3,Self-employed,Rural,35562.37639494292,120,Business,,,90.75680675140165,,1.0,BPL,None,0.95,0
Male,35,Married,No formal education,3000.0,0.0,4,Daily wage,Semi-urban,42783.17727005723,24,Home repair,355.4013035839147,0.2,50.0,3.0586623209681076,1.0,APL,None,0.95,0
Male,51,Married,No formal education,16530.644181515338,0.0,6,Self-employed,Rural,467591.333312536,36,Home repair,430.66438569340306,1.0,,4.491010680874901,1.0,BPL,Weak,,0
Male,41,Married,Graduate,15224.726929526689,0.0,4,Salaried,Urban,177612.66549881574,12,Education,,1.0,266.83504031207826,,0.2,BPL,None,0.62,0
Male,48,Married,Secondary,27020.89002608326,0.0,3,Salaried,Semi-urban,707376.9943337805,120,Medical,,0.2,601.5636379111138,3.0115559253551827,0.8,APL,None,,0
Female,31,Married,Secondary,6048.519296559808,3740.2160428704697,1,Daily wage,Rural,83938.37300869728,12,Medical,390.0516865611005,0.5,148.47430070991996,3.7665394155745715,0.8,APL,None,0.95,0
Male,32,Married,Graduate,37380.0134943296,28694.448493370997,4,Salaried,Semi-urban,789449.4794028498,60,Home repair,2170.822342426161,1.0,778.6999807996845,2.2748478267428,1.0,APL,Weak,0.95,0
Male,50,Married,Secondary,3308.9287003103277,0.0,5,Daily wage,Rural,65226.00365626477,24,Medical,338.08808777774755,1.0,83.01211413377338,4.057782748762813,0.8,BPL,Moderate,0.82,0
Female,35,Married,Secondary,43551.25017939685,0.0,6,Self-employed,Urban,734447.7522021962,36,Medical,1935.7591737249602,1.0,887.1721556553999,1.1328111052558836,1.0,,Weak,,0
Female,50,Divorced,No formal education,3000.0,0.0,1,Daily wage,Rural,34289.94032118365,12,Agriculture,320.28626244150286,0.5,50.0,4.820839813960221,1.0,BPL,None,0.82,0
Female,18,Married,Secondary,46058.22256948557,0.0,1,Self-employed,Urban,783599.7015809901,36,Education,2456.7174961533474,,890.8916528461236,1.3035113701074401,1.0,APL,Good,,0
Female,28,Single,Post-graduate,37282.771816682325,15786.132063691162,2,Self-employed,Urban,645501.5272792227,84,Medical,312.91299493874686,0.8,667.5695208347591,6.2104061087052775,,BPL,Good,0.95,0
Male,33,Married,No formal education,10165.083304572208,5119.058995956135,1,Self-employed,Rural,162260.14846648707,60,Agriculture,196.73903924734236,0.8,221.95953490838795,3.0303821862010434,1.0,APL,None,0.95,0
Male,22,Widowed,Graduate,5841.1609693394075,2082.916574689157,4,Farmer,Rural,59569.98009475482,24,Business,,0.8,104.71697370989081,3.177486678139428,,APL,Weak,0.62,0
Male,47,Married,Primary,82933.07222381122,0.0,1,Salaried,Urban,671423.3762650801,60,Medical,311.93214116196015,1.0,1700.95926042556,3.161843547788826,1.0,BPL,Good,0.82,1
Female,63,Married,Graduate,27858.139850443695,0.0,2,Salaried,Semi-urban,230000.58325252827,48,Business,312.99954843240306,1.0,629.7000479588971,4.4941890378479,,BPL,Good,0.95,1
Female,34,Married,No formal education,32375.252532617167,12311.594905487631,2,Self-employed,Urban,554556.7930638861,60,Home repair,1199.507741695071,1.0,662.6474712392212,2.704731362441282,1.0,,None,,0
Male,30,Married,Post-graduate,74573.8278015927,40791.45152421729,4,Salaried,Urban,1586349.0726365466,48,Marriage,3100.4724475464745,1.0,1558.722786710349,3.4156839788250126,,APL,Good,0.95,0
Male,61,Single,No formal education,9545.786622551,0.0,1,Farmer,Rural,170753.90201943705,84,Home repair,484.7180751300002,1.0,,,1.0,BPL,Moderate,0.95,0
Male,30,Single,No formal education,14205.476807588304,5361.739824767025,2,Daily wage,Urban,220463.62938351385,24,Home repair,849.1889921693033,0.2,395.2799698465946,3.952008686757864,,,Strong,,0
Female,52,Single,Primary,17159.5762864411,0.0,2,Daily wage,Semi-urban,247859.13294420327,12,Medical,292.10401970239315,0.5,426.9297588610096,7.7911356096563065,,BPL,None,0.95,0
Male,32,Married,Graduate,13051.144738450712,0.0,4,Salaried,Rural,251362.19019738756,120,Education,234.44052983223497,,265.1347023614511,5.101518017199526,0.8,BPL,None,0.82,0
Male,19,Divorced,Secondary,8601.140721586642,6004.999322171179,7,Daily wage,Rural,220162.7477826616,36,Marriage,338.06299165269706,1.0,156.93897073927027,2.4153867959651145,0.8,APL,None,,0
Female,33,Single,Primary,7640.485078673156,2365.9779014855076,4,Salaried,Rural,109439.08887247523,12,Medical,186.14579783919282,1.0,203.7919521891809,3.427406388235141,1.0,APL,Good,0.62,0
Male,32,Married,Secondary,80107.35211554504,46477.40412814797,2,Self-employed,Urban,2000000.0,60,Agriculture,3946.1552697077627,1.0,1579.7081381742705,2.4295350247729863,1.0,APL,Weak,,0
Female,22,Single,Secondary,30942.30359431265,19540.197631067447,2,Farmer,Semi-urban,287527.2070169029,36,Business,1404.5372753649885,1.0,,2.6390173576942093,0.8,APL,Moderate,0.82,0
Male,45,Married,Graduate,10846.19894689404,0.0,3,Daily wage,Semi-urban,121155.02616282155,48,Education,379.04914156877544,0.5,120.58410306371948,,,APL,None,0.95,0
Male,31,Married,Primary,8691.856161964333,3684.0306924178863,3,Salaried,Rural,232295.70443243918,36,Home repair,834.1393279306867,0.5,171.64040138271403,2.1567307211765017,,,Weak,0.95,0
Female,35,Single,No formal education,5284.868342421499,0.0,5,Daily wage,Rural,154555.8017179169,60,Education,478.93962395461614,1.0,140.24618116460903,7.483008489365308,0.8,BPL,None,0.95,0
Female,36,Married,Primary,69122.8052695663,0.0,4,Salaried,Semi-urban,1536365.5754057865,120,Education,3523.2766246857095,1.0,1382.564887964399,3.591702677097907,0.8,APL,None,,0
Female,36,Married,Secondary,9530.65456059324,6869.1326984585985,5,Daily wage,Semi-urban,267649.2794208167,12,Home repair,659.6658196740575,0.5,188.8545552572162,1.3441742368850056,0.8,APL,None,,0
Female,33,Married,Primary,32571.327372368123,19390.451967500834,3,Self-employed,Semi-urban,458785.8500770633,48,Business,1874.3918263218527,0.8,613.3993980256499,2.8107009396633966,1.0,APL,Good,0.82,0
Female,28,Married,Post-graduate,6784.057602916825,0.0,1,Farmer,Rural,34859.75563137019,48,Home repair,271.9677730650427,1.0,50.0,5.840478206662097,0.8,BPL,None,,1
Male,67,Married,Secondary,15494.408242506644,0.0,1,Farmer,Urban,290874.5541493065,24,Business,870.7970584753776,0.5,375.01087660672437,1.5674573339711915,0.2,APL,Good,,0
Female,19,Married,No formal education,34714.8032612245,0.0,2,Farmer,Semi-urban,849380.2492565924,84,Medical,,1.0,689.0787531392002,3.9048643486708277,0.8,APL,Moderate,,0
Female,38,Married,No formal education,14387.803908202639,7993.182240164336,3,Self-employed,Urban,287978.23897378717,36,Agriculture,867.0181281017657,0.8,203.15992303605952,2.905710863548336,,,Strong,,0
Female,41,Married,Graduate,9693.01990608642,3934.4330794600087,1,Self-employed,Semi-urban,197618.155356322,48,Home repair,598.2660267915451,0.2,176.19673448698066,2.1078133577806186,,APL,Good,,0
Male,32,Married,Primary,19484.911196224577,12494.545117041687,6,Farmer,Urban,153096.95271054326,84,Marriage,856.8526951111695,0.5,424.909706382327,1.3517706119463084,0.5,,None,0.95,0
Female,49,Single,No formal education,18312.298526044055,0.0,2,Daily wage,Urban,114007.9037552794,48,Medical,1224.0276454431987,0.2,357.2047146627112,1.0498543140375056,1.0,APL,None,,0
Male,49,Single,Graduate,7827.738081044545,2774.2487067361326,4,Daily wage,Rural,74254.31685904354,36,Business,367.7312160446121,0.5,163.04554908908676,1.323682161210384,,APL,Moderate,0.95,0
Female,34,Single,Secondary,28066.642030798193,14837.650900892182,3,Self-employed,Semi-urban,815918.455186971,36,Business,1574.8333215044609,0.8,544.8408732838949,,1.0,APL,Good,,0
